mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
89	89	355	355	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1539										
89	89	1421/4	1421/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1540										
89	89	711/2	711/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1541										
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1542										
89	89	352	352	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1543										
89	89	354	354	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1544										
89	89	355	355	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1545										
90	90	356	356	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1546										
90	90	1425/4	1425/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1547										
90	90	713/2	713/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1548										
90	90	1427/4	1427/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1549										
90	90	357	357	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1550										
90	90	1429/4	1429/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1551										
90	90	715/2	715/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1552										
90	90	1431/4	1431/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1553										
90	90	358	358	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1554										
90	90	1433/4	1433/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1555										
90	90	717/2	717/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1556										
90	90	1435/4	1435/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1557										
90	90	359	359	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1558										
90	90	1437/4	1437/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1559										
90	90	719/2	719/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1560										
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1561										
90	90	356	356	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1562										
90	90	357	357	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1563										
90	90	715/2	715/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1564										
90	90	358	358	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1565										
90	90	359	359	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1566										
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1567										
91	91	360	360	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1568										
91	91	1441/4	1441/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1569										
91	91	721/2	721/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1570										
91	91	1443/4	1443/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1571										
91	91	361	361	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1572										
91	91	1445/4	1445/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1573										
91	91	723/2	723/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1574										
91	91	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1575										
91	91	362	362	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1576										
91	91	1449/4	1449/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1577										
91	91	725/2	725/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1578										
91	91	1451/4	1451/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1579										
91	91	363	363	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1580										
91	91	1453/4	1453/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1581										
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1582										
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1583										
91	91	360	360	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1584										
91	91	363	363	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1585										
92	92	364	364	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1586										
92	92	1457/4	1457/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1587										
92	92	729/2	729/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1588										
92	92	1459/4	1459/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1589										
92	92	365	365	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1590										
92	92	1461/4	1461/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1591										
92	92	731/2	731/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1592										
92	92	1463/4	1463/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1593										
92	92	366	366	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1594										
92	92	1465/4	1465/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1595										
92	92	733/2	733/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1596										
92	92	1467/4	1467/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1597										
92	92	367	367	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1598										
92	92	1469/4	1469/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1599										
92	92	735/2	735/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1600										
92	92	1471/4	1471/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1601										
92	92	364	364	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1602										
92	92	365	365	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1603										
92	92	731/2	731/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1604										
92	92	366	366	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1605										
92	92	367	367	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1606										
92	92	735/2	735/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1607										
93	93	368	368	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1608										
93	93	1473/4	1473/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1609										
93	93	737/2	737/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1610										
93	93	1475/4	1475/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1611										
93	93	369	369	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1612										
93	93	1477/4	1477/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1613										
93	93	739/2	739/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1614										
93	93	1479/4	1479/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1615										
93	93	370	370	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1616										
93	93	743/2	743/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1617										
93	93	368	368	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1618										
93	93	743/2	743/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1619										
94	94	372	372	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1620										
94	94	373	373	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p									
94	94	373	373	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1621										
94	94	747/2	747/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1622										
94	94	374	374	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1623										
94	94	372	372	3.0	0	0	Chord	4/4	1	2	3/4			1/2	3/2	1624										
94	94	375	375	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	1625										
94	94	751/2	751/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	1626										
94	94	372	372	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1627										
94	94	374	374	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1628										
95	95	376	376	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1629										
95	95	378	378	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1630										
95	95	759/2	759/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1631										
95	95	376	376	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	1632										
95	95	753/2	753/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	1633										
95	95	377	377	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	1634										
95	95	755/2	755/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	1635										
95	95	378	378	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	1636										
95	95	376	376	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1637										
95	95	378	378	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1638										
95	95	759/2	759/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1639										
96	96	380	380	0.0	0	0	Dynamic	4/4	1	1	0						sf									
96	96	380	380	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1640										
96	96	381	381	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1641										
96	96	763/2	763/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1642										
96	96	382	382	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1643										
96	96	380	380	3.0	0	0	Chord	4/4	1	2	3/4			1/2	3/2	1644										
96	96	383	383	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	1645										
96	96	767/2	767/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	1646										
96	96	380	380	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1647										
96	96	382	382	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1648										
97	97	384	384	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1649										
97	97	769/2	769/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1650										
97	97	385	385	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1651										
97	97	771/2	771/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1652										
97	97	386	386	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1653										
97	97	775/2	775/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1654									33	
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1655										
97	97	384	384	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	1656										
97	97	385	385	1.0	1/4	1/4	Chord	4/4	1	2	1/4			1/4	1	1657										
97	97	386	386	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	1658										
97	97	384	384	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1659										
97	97	385	385	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1660										
97	97	386	386	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1661										
98	98	388	388	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1662									34	
98	98	389	389	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1663										
98	98	779/2	779/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1664										
98	98	1559/4	1559/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1665										
98	98	390	390	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1666									35	
98	98	391	391	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1667										
98	98	783/2	783/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1668									36	
98	98	777/2	777/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1669										
98	98	389	389	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1670										
98	98	781/2	781/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1671										
98	98	391	391	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1672										
98	98	783/2	783/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1673										
99	99	392	392	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1674										
99	99	785/2	785/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1675										
99	99	393	393	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1676										
99	99	787/2	787/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1677										
99	99	394	394	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1678										
99	99	395	395	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1679		ornamentTrill								
99	99	392	392	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1680										
99	99	785/2	785/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1681										
99	99	393	393	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1682										
99	99	787/2	787/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1683										
99	99	394	394	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1684										
99	99	395	395	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1685										
100	100	396	396	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1686										
100	100	397	397	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	1687										
100	100	1986/5	1986/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	1688										
100	100	1987/5	1987/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	1689										
100	100	1988/5	1988/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	1690										
100	100	1989/5	1989/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	1691										
100	100	398	398	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	1692										
100	100	1991/5	1991/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	1693										
100	100	1992/5	1992/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	1694										
100	100	1993/5	1993/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	1695										
100	100	1994/5	1994/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	1696										
100	100	399	399	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	1697										
100	100	1996/5	1996/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	1698										
100	100	1997/5	1997/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	1699										
100	100	1998/5	1998/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	1700										
100	100	1999/5	1999/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	1701										
100	100	396	396	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1702										
100	100	397	397	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1703										
100	100	398	398	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1704										
100	100	399	399	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1705										
100	100	397	397	3.0	1/4	1/4	Chord	4/4	2	2	3/4			1/2	3/2	1706										
101	101	400	400	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1707										
101	101	401	401	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	1708										
101	101	2006/5	2006/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	1709										
101	101	2007/5	2007/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	1710										
101	101	2008/5	2008/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	1711										
101	101	2009/5	2009/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	1712										
101	101	402	402	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	1713										
101	101	2011/5	2011/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	1714										
101	101	2012/5	2012/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	1715										
101	101	2013/5	2013/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	1716										
101	101	2014/5	2014/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	1717										
101	101	403	403	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	1718										
101	101	2016/5	2016/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	1719										
101	101	2017/5	2017/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	1720										
101	101	2018/5	2018/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	1721										
101	101	2019/5	2019/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	1722										
101	101	400	400	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1723										
101	101	401	401	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1724										
101	101	402	402	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1725										
101	101	403	403	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1726										
101	101	400	400	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	1727										
101	101	401	401	3.0	1/4	1/4	Chord	4/4	2	2	3/4			1/2	3/2	1728										
102	102	404	404	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1729										
102	102	405	405	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	1730										
102	102	2026/5	2026/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	1731										
102	102	2027/5	2027/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	1732										
102	102	2028/5	2028/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	1733										
102	102	2029/5	2029/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	1734										
102	102	406	406	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	1735										
102	102	2031/5	2031/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	1736										
102	102	2032/5	2032/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	1737										
102	102	2033/5	2033/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	1738										
102	102	2034/5	2034/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	1739										
102	102	407	407	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	1740										
102	102	2036/5	2036/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	1741										
102	102	2037/5	2037/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	1742										
102	102	2038/5	2038/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	1743										
102	102	2039/5	2039/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	1744										
102	102	404	404	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1745										
102	102	405	405	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1746										
102	102	406	406	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1747										
102	102	407	407	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1748										
102	102	404	404	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	1749										
102	102	405	405	3.0	1/4	1/4	Chord	4/4	2	2	3/4			1/2	3/2	1750										
103	103	408	408	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1751										
103	103	409	409	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	1752										
103	103	2046/5	2046/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	1753										
103	103	2047/5	2047/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	1754										
103	103	2048/5	2048/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	1755										
103	103	2049/5	2049/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	1756										
103	103	410	410	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	1757										
103	103	2051/5	2051/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	1758										
103	103	2052/5	2052/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	1759										
103	103	2053/5	2053/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	1760										
103	103	2054/5	2054/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	1761										
103	103	411	411	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	1762										
103	103	2056/5	2056/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	1763										
103	103	2057/5	2057/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	1764										
103	103	2058/5	2058/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	1765										
103	103	2059/5	2059/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	1766										
103	103	408	408	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1767										
103	103	409	409	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1768										
103	103	410	410	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1769										
103	103	411	411	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1770										
103	103	408	408	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	1771										
103	103	409	409	3.0	1/4	1/4	Chord	4/4	2	2	3/4			1/2	3/2	1772										
104	104	412	412	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1773										
104	104	413	413	0.0	1/4	1/4	Dynamic	4/4	1	1	0						f									
104	104	413	413	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	1774										
104	104	2066/5	2066/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	1775										
104	104	2067/5	2067/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	1776										
104	104	2068/5	2068/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	1777										
104	104	2069/5	2069/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	1778										
104	104	414	414	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	1779										
104	104	2071/5	2071/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	1780										
104	104	2072/5	2072/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	1781										
104	104	2073/5	2073/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	1782										
104	104	2074/5	2074/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	1783										
104	104	415	415	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	1784										
104	104	2076/5	2076/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	1785										
104	104	2077/5	2077/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	1786										
104	104	2078/5	2078/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	1787										
104	104	2079/5	2079/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	1788										
104	104	412	412	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1789										
104	104	413	413	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1790										
104	104	414	414	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1791										
104	104	415	415	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1792										
105	105	416	416	0.2	0	0	Chord	4/4	1	1	1/20			1/16	4/5	1793										
105	105	2081/5	2081/5	0.2	1/20	1/20	Chord	4/4	1	1	1/20			1/16	4/5	1794										
105	105	2082/5	2082/5	0.2	1/10	1/10	Chord	4/4	1	1	1/20			1/16	4/5	1795										
105	105	2083/5	2083/5	0.2	3/20	3/20	Chord	4/4	1	1	1/20			1/16	4/5	1796										
105	105	2084/5	2084/5	0.2	1/5	1/5	Chord	4/4	1	1	1/20			1/16	4/5	1797										
105	105	417	417	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	1798										
105	105	2086/5	2086/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	1799										
105	105	2087/5	2087/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	1800										
105	105	2088/5	2088/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	1801										
105	105	2089/5	2089/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	1802										
105	105	418	418	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	1803										
105	105	2091/5	2091/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	1804										
105	105	2092/5	2092/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	1805										
105	105	2093/5	2093/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	1806										
105	105	2094/5	2094/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	1807										
105	105	419	419	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	1808										
105	105	2096/5	2096/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	1809										
105	105	2097/5	2097/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	1810										
105	105	2098/5	2098/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	1811										
105	105	2099/5	2099/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	1812										
105	105	416	416	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1813										
105	105	417	417	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1814										
105	105	418	418	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1815										
105	105	419	419	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1816										
106	106	420	420	0.0	0	0	Dynamic	4/4	1	1	0						p									
106	106	420	420	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1817										
