mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	268										
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	269									7	
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	270										
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	271										
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	272										
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	273										
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	274										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	275										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	276										
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	277									8	
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	278										
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	279									9	
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	280										
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	281									10	
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	282										
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	283									11	
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	284										
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	285										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	286										
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	287										
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	288										
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	289										
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	290										
19	19	72	72	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	291										
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	292										
19	19	73	73	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	293										
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	294										
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	295										
19	19	75	75	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	296										
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	297										
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	298										
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	299										
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	300										
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	301										
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	302										
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	303										
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	304										
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	305										
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	306										
20	20	76	76	0.0	0	0	Dynamic	4/4	1	1	0						f									
20	20	76	76	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	307										
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	308										
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	309										
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	310										
20	20	77	77	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	311										
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	312										
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	313										
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	314										
20	20	78	78	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	315										
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	316										
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	317										
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	318										
20	20	79	79	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	319										
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	320										
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	321										
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	322										
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	323										
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	324										
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	325										
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	326										
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	327										
21	21	80	80	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	328										
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	329										
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	330										
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	331										
21	21	81	81	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p									
21	21	81	81	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	332										
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	333										
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	334										
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	335										
21	21	82	82	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	336										
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	337										
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	338										
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	339										
21	21	83	83	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	340										
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	341										
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	342										
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	343										
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	344										
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	345										
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	346										
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	347										
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	348										
22	22	84	84	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	349										
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	350										
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	351										
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	352										
22	22	85	85	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	353										
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	354										
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	355										
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	356										
22	22	86	86	0.0	1/2	1/2	Dynamic	4/4	1	1	0						f									
22	22	86	86	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	357										
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	358										
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	359										
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	360										
22	22	87	87	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	361										
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	362										
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	363										
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	364										
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	365										
22	22	86	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	366										
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	367										
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	368										
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	369										
23	23	88	88	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	370		articStaccatoBelow								
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	371										
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	372										
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	373										
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p									
23	23	89	89	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	374										
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	375										
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	376										
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	377										
23	23	90	90	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	378										
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	379										
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	380										
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	381										
23	23	91	91	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	382										
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	383										
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	384										
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	385										
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	386										
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	387		articStaccatoAbove								
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	388		articStaccatoAbove								
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	389		articStaccatoAbove								
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	390		articStaccatoAbove								
24	24	92	92	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	391										
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	392										
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	393										
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	394										
24	24	93	93	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	395										
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	396										
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	397										
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	398										
24	24	94	94	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	399										
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	400										
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	401										
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	402										
24	24	95	95	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	403										
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	404										
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	405										
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	406										
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	407										
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	408										
25	25	96	96	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	409										
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	410										
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	411										
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	412										
25	25	97	97	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	413										
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	414										
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	415										
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	416										
25	25	98	98	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	417										
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	418										
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	419										
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	420										
25	25	99	99	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	421										
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	422										
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	423										
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	424										
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	425										
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	426										
26	26	100	100	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	427										
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	428										
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	429										
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	430										
26	26	101	101	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	431										
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	432										
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	433										
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	434										
26	26	102	102	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	435										
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	436										
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	437										
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	438										
26	26	103	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	439										
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	440										
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	441										
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	442										
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	443										
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	444										
27	27	104	104	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	445										
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	446										
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	447										
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	448										
27	27	105	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	449										
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	450										
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	451										
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	452										
27	27	106	106	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	453										
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	454										
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	455										
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	456										
27	27	107	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	457										
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	458										
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	459										
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	460										
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	461										
28	28	108	108	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	462										
28	28	219/2	219/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0						p									
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	463										
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	464										
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	465		articStaccatoAbove								
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	466									12	
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	467									12	
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	468										
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	469		articStaccatoAbove								
29	29	113	113	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	470										
29	29	229/2	229/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	471										
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	472										
29	29	231/2	231/2	0.0	7/8	7/8	Chord	4/4	1	1	0	grace16		1/16	1	473										
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	474										
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	475		articStaccatoAbove								
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	476		articStaccatoAbove								
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	477		articStaccatoAbove								
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	478										
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	479										
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	480										
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	481										
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	482									13	
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	483		articStaccatoAbove								
30	30	237/2	237/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	484										
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	485										
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	486										
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	487										
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	488										
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	489										
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	490										
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	491										
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	492										
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	493										
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	494									14	
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	495										
31	31	121	121	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	496										
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	497										
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	498										
31	31	123	123	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	499										
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	500										
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	501										
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	502										
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	503										
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	504										
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	505										
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	506										
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	507										
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	508										
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	509										
32	32	124	124	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	510										
32	32	125	125	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	511										
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	512										
32	32	127	127	0.125	3/4	3/4	Chord	4/4	1	1	1/32			1/32	1	513										
32	32	1017/8	1017/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32			1/32	1	514										
32	32	509/4	509/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32			1/32	1	515										
32	32	1019/8	1019/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	516										
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	517										
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	518										
32	32	125	125	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	519										
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	520										
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	521										
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	522										
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	523										
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	524										
33	33	128	128	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	525										
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	526										
33	33	129	129	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	527										
33	33	261/2	261/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	528										
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	529										
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	530										
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	531										
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	532										
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	533										
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	534										
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	535										
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	536										
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	537										
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	538									15	
34	34	133	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	539		articStaccatoAbove								
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	540										
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	541										
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	542										
34	34	135	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	543										
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	544										
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	545										
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	546										
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	547										
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	548										
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	549										
