mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
117	100	199	199	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1522							
117	100	1593/8	1593/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1523							
117	100	797/4	797/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1524							
117	100	1595/8	1595/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1525							
117	100	399/2	399/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1526							
118	100	200	200	0.5	0	3/8	Chord	2/4	1	1	1/8		1/8	1	1527							
118	100	200	200	0.125	0	3/8	Chord	2/4	2	1	1/32		1/32	1	1528							
118	100	1601/8	1601/8	0.125	1/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1529							
118	100	801/4	801/4	0.125	1/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1530							
118	100	1603/8	1603/8	0.125	3/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1531							
119	101	401/2	401/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1532							
119	101	805/4	805/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1533							
119	101	403/2	403/2	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1534							
119	101	809/4	809/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1535							
119	101	401/2	401/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1536							
119	101	1605/8	1605/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1537							
119	101	803/4	803/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1538							
119	101	1607/8	1607/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1539							
119	101	201	201	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1540							
119	101	1609/8	1609/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1541							
119	101	805/4	805/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1542							
119	101	1611/8	1611/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1543							
119	101	403/2	403/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1544							
119	101	1613/8	1613/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1545							
119	101	807/4	807/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1546							
119	101	1615/8	1615/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1547							
119	101	202	202	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1548							
119	101	1617/8	1617/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1549							
119	101	809/4	809/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1550							
119	101	1619/8	1619/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1551							
120	102	405/2	405/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1552							
120	102	813/4	813/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1553							
120	102	407/2	407/2	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1554							
120	102	817/4	817/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1555							
120	102	405/2	405/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1556							
120	102	1621/8	1621/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1557							
120	102	811/4	811/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1558							
120	102	1623/8	1623/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1559							
120	102	203	203	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1560							
120	102	1625/8	1625/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1561							
120	102	813/4	813/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1562							
120	102	1627/8	1627/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1563							
120	102	407/2	407/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1564							
120	102	204	204	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1565							
120	102	1633/8	1633/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1566							
120	102	817/4	817/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1567							
120	102	1635/8	1635/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1568							
121	103	409/2	409/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1569							
121	103	205	205	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1570							
121	103	411/2	411/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1571							
121	103	206	206	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1572							
121	103	409/2	409/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1573							
121	103	1637/8	1637/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1574							
121	103	819/4	819/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1575							
121	103	1639/8	1639/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1576							
121	103	205	205	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1577							
121	103	1641/8	1641/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1578							
121	103	821/4	821/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1579							
121	103	1643/8	1643/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1580							
121	103	411/2	411/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1581							
121	103	1645/8	1645/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1582							
121	103	823/4	823/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1583							
121	103	1647/8	1647/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1584							
121	103	206	206	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1585							
121	103	1649/8	1649/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1586							
121	103	825/4	825/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1587							
121	103	1651/8	1651/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1588							
122	104	413/2	413/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1589							
122	104	207	207	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1590							
122	104	415/2	415/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1591							
122	104	208	208	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1592							
122	104	833/4	833/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1593							
122	104	413/2	413/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1594							
122	104	1653/8	1653/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1595							
122	104	827/4	827/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1596							
122	104	1655/8	1655/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1597							
122	104	207	207	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1598							
122	104	1657/8	1657/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1599							
122	104	829/4	829/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1600							
122	104	1659/8	1659/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1601							
122	104	415/2	415/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1602							
123	105	417/2	417/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1603							
123	105	839/4	839/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1604							
123	105	210	210	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1605							
123	105	841/4	841/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1606							
123	105	417/2	417/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1607							
123	105	1669/8	1669/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1608							
123	105	835/4	835/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1609							
123	105	1671/8	1671/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1610							
123	105	209	209	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1611							
123	105	1673/8	1673/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1612							
123	105	837/4	837/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1613							
123	105	1675/8	1675/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1614							
123	105	419/2	419/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1615							
124	106	421/2	421/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1616							
124	106	847/4	847/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1617							
124	106	212	212	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1618							
124	106	849/4	849/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1619							
124	106	421/2	421/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1620							
124	106	1685/8	1685/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1621							
124	106	843/4	843/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1622							
124	106	1687/8	1687/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1623							
124	106	211	211	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1624							
124	106	1689/8	1689/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1625							
124	106	845/4	845/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1626							
124	106	1691/8	1691/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1627							
124	106	423/2	423/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1628							
125	107	425/2	425/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1629							
125	107	851/4	851/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1630							
125	107	213	213	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1631							
125	107	853/4	853/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1632							
125	107	427/2	427/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1633							
125	107	855/4	855/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1634							
125	107	214	214	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1635							
125	107	857/4	857/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1636							
125	107	425/2	425/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1637							
125	107	1701/8	1701/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1638							
125	107	851/4	851/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1639							
125	107	1703/8	1703/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1640							
125	107	213	213	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1641							
125	107	1705/8	1705/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1642							
125	107	853/4	853/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1643							
125	107	1707/8	1707/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1644							
125	107	427/2	427/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1645							
125	107	1709/8	1709/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1646							
125	107	855/4	855/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1647							
125	107	1711/8	1711/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1648							
125	107	214	214	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1649							
125	107	1713/8	1713/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1650							
125	107	857/4	857/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1651							
125	107	1715/8	1715/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1652							
126	108	429/2	429/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1653							
126	108	429/2	429/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1654							
126	108	1717/8	1717/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1655							
126	108	859/4	859/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1656							
126	108	1719/8	1719/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1657							
126	108	215	215	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1658							
126	108	1721/8	1721/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1659							
126	108	861/4	861/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1660							
126	108	1723/8	1723/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1661							
126	108	431/2	431/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1662							
127	108	216	216	0.25	0	3/8	Chord	2/4	2	1	1/16		1/16	1	1663							
127	108	865/4	865/4	0.25	1/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1664							
128	109	433/2	433/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	1665							47
128	109	2599/12	2599/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	1666							47
128	109	650/3	650/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	1667							47
128	109	867/4	867/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	1668							47
128	109	1301/6	1301/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	1669							47
128	109	2603/12	2603/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	1670							
128	109	217	217	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1671							
128	109	871/4	871/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1672							
128	109	218	218	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1673							
128	109	873/4	873/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1674							
128	109	433/2	433/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1675							
128	109	217	217	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1676							
128	109	435/2	435/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1677							
128	109	871/4	871/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1678							
128	109	218	218	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1679							
128	109	873/4	873/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1680							
129	110	437/2	437/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	1681							48
129	110	2623/12	2623/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	1682							48
129	110	656/3	656/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	1683							48
129	110	875/4	875/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	1684							48
129	110	1313/6	1313/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	1685							48
129	110	2627/12	2627/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	1686							
129	110	219	219	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1687							
129	110	879/4	879/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1688							
129	110	220	220	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1689							
129	110	881/4	881/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1690							
129	110	437/2	437/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1691							
129	110	219	219	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1692							
129	110	439/2	439/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1693							
129	110	879/4	879/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1694							
129	110	220	220	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1695							
129	110	881/4	881/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1696							
130	111	441/2	441/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1697							
130	111	883/4	883/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1698							
130	111	221	221	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1699							
130	111	885/4	885/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1700							
130	111	443/2	443/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1701							
130	111	887/4	887/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1702							
130	111	222	222	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1703							
130	111	889/4	889/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1704							
130	111	441/2	441/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1705							
130	111	883/4	883/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1706							
130	111	221	221	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1707							
130	111	885/4	885/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1708							
130	111	443/2	443/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1709							
130	111	887/4	887/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1710							
130	111	222	222	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1711							
130	111	889/4	889/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1712							
131	112	445/2	445/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1713							
131	112	447/2	447/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1714							
131	112	445/2	445/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1715							
131	112	223	223	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1716							
131	112	447/2	447/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1717							
132	112	897/4	897/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1718							
132	112	224	224	0.25	0	3/8	Chord	2/4	1	2	1/16		1/16	1	1719							
132	112	897/4	897/4	0.25	1/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1720							
132	112	224	224	0.25	0	3/8	Chord	2/4	2	1	1/16		1/16	1	1721							
132	112	897/4	897/4	0.25	1/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1722							
133	113	899/4	899/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1723							
133	113	901/4	901/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1724							
133	113	903/4	903/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1725							
133	113	905/4	905/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1726							
133	113	449/2	449/2	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1727							
133	113	899/4	899/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1728							
133	113	225	225	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1729							
133	113	901/4	901/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1730							
133	113	451/2	451/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1731							
133	113	903/4	903/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1732							
133	113	226	226	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1733							
133	113	905/4	905/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1734							
133	113	449/2	449/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1735							
133	113	899/4	899/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1736							
133	113	225	225	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1737							
133	113	901/4	901/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1738							
133	113	451/2	451/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1739							
133	113	903/4	903/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1740							
133	113	226	226	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1741							
133	113	905/4	905/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1742							
134	114	907/4	907/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1743							
134	114	909/4	909/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1744							
134	114	911/4	911/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1745							
134	114	228	228	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1746							
134	114	913/4	913/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1747							
134	114	453/2	453/2	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1748							
134	114	907/4	907/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1749							
134	114	227	227	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1750							
134	114	909/4	909/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1751							
134	114	455/2	455/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1752							
134	114	911/4	911/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1753							
134	114	913/4	913/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1754							
134	114	453/2	453/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1755							
134	114	907/4	907/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1756							
134	114	227	227	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1757							
134	114	909/4	909/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1758							
134	114	455/2	455/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1759							
134	114	911/4	911/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1760							
134	114	228	228	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1761							
134	114	913/4	913/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1762							
135	115	457/2	457/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1763							
135	115	915/4	915/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1764							
135	115	229	229	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1765							
135	115	917/4	917/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1766							
135	115	459/2	459/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1767							
135	115	919/4	919/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1768							
135	115	230	230	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1769							
135	115	921/4	921/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1770							
135	115	915/4	915/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1771							
135	115	917/4	917/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1772							
135	115	919/4	919/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1773							
135	115	921/4	921/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1774							
135	115	457/2	457/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1775							
135	115	915/4	915/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1776							
135	115	229	229	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1777							
135	115	917/4	917/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1778							
135	115	459/2	459/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1779							
135	115	919/4	919/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1780							
135	115	230	230	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1781							
135	115	921/4	921/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1782							
136	116	461/2	461/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1783							
136	116	923/4	923/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1784							
136	116	231	231	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1785							
136	116	925/4	925/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1786							
136	116	463/2	463/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1787							
136	116	927/4	927/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1788							
136	116	923/4	923/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1789							
136	116	925/4	925/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1790							
136	116	927/4	927/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1791							
136	116	461/2	461/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1792							
136	116	923/4	923/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1793							
136	116	231	231	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1794							
136	116	925/4	925/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1795							
136	116	463/2	463/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1796							
136	116	927/4	927/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1797							
136	116	232	232	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1798							
136	116	929/4	929/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1799							
137	117	465/2	465/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	1800							49
137	117	2791/12	2791/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	1801							49
