mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
34	33	129/2	129/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	286										
34	33	65	65	0.0	1/8	1/8	StaffText	2/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
34	33	65	65	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	287										
34	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	288										
34	33	66	66	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	289										
34	33	129/2	129/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	290										
34	33	65	65	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	291										
34	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	292										
35	34	133/2	133/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	293										
35	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	294										
35	34	68	68	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	295										
35	34	133/2	133/2	2.0	0	0	Chord	2/4	1	2	1/2			1/2	1	296										
35	34	67	67	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	297										
35	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	298										
35	34	68	68	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	299										
36	35	137/2	137/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	300										
36	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	301										
36	35	70	70	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	302										
36	35	137/2	137/2	2.0	0	0	Chord	2/4	1	2	1/2			1/2	1	303										
36	35	69	69	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	304										
36	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	305										
36	35	70	70	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	306										
37	36	141/2	141/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	307										
37	36	283/4	283/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	308										
37	36	71	71	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	309										
37	36	285/4	285/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	310										
37	36	143/2	143/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	311										
37	36	287/4	287/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	312										
37	36	72	72	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	313										
37	36	289/4	289/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	314										
37	36	141/2	141/2	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	315										
37	36	72	72	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	316										
38	37	145/2	145/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	317										
38	37	145/2	145/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	318										
38	37	291/4	291/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	319										
38	37	73	73	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	320										
38	37	293/4	293/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	321										
38	37	147/2	147/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	322										
38	37	295/4	295/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	323										
38	37	74	74	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	324										
38	37	297/4	297/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	325										
39	38	75	75	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	326										
39	38	151/2	151/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	327										
39	38	76	76	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	328										
39	38	149/2	149/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	329										
39	38	299/4	299/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	330										
39	38	75	75	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	331										
39	38	301/4	301/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	332										
39	38	151/2	151/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	333										
39	38	303/4	303/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	334										
39	38	76	76	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	335										
39	38	305/4	305/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	336										
40	39	153/2	153/2	0.0	0	0	StaffText	2/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
40	39	153/2	153/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	337										
40	39	309/4	309/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	338										
40	39	155/2	155/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	339										
40	39	153/2	153/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	340										
40	39	307/4	307/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	341										
40	39	77	77	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	342										
40	39	309/4	309/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	343										
40	39	155/2	155/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	344										
40	39	311/4	311/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	345										
40	39	78	78	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	346										
40	39	313/4	313/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	347										
41	40	79	79	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	348										
41	40	159/2	159/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	349										
41	40	80	80	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	350										
41	40	157/2	157/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	351										
41	40	315/4	315/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	352										
41	40	79	79	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	353										
41	40	317/4	317/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	354										
41	40	159/2	159/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	355										
41	40	319/4	319/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	356										
41	40	80	80	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	357										
41	40	321/4	321/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	358										
42	41	161/2	161/2	0.0	0	0	StaffText	2/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
42	41	161/2	161/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	359										
42	41	325/4	325/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	360										
42	41	163/2	163/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	361										
42	41	161/2	161/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	362										
42	41	323/4	323/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	363										
42	41	81	81	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	364										
42	41	325/4	325/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	365										
42	41	163/2	163/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	366										
42	41	327/4	327/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	367										
42	41	82	82	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	368										
42	41	329/4	329/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	369										
43	42	83	83	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	370										
43	42	167/2	167/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	371										
43	42	335/4	335/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	372										
43	42	84	84	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	373										
43	42	337/4	337/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	374										
43	42	165/2	165/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	375										
43	42	331/4	331/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	376										
43	42	83	83	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	377										
43	42	333/4	333/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	378										
43	42	167/2	167/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	379										
43	42	335/4	335/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	380										
43	42	84	84	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	381										
43	42	337/4	337/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	382										
44	43	169/2	169/2	0.0	0	0	StaffText	2/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
44	43	169/2	169/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	383										
44	43	341/4	341/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	384										
44	43	171/2	171/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	385										
44	43	169/2	169/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	386										
44	43	339/4	339/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	387										
44	43	85	85	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	388										
44	43	341/4	341/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	389										
44	43	171/2	171/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	390										
44	43	343/4	343/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	391										
44	43	86	86	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	392										
44	43	345/4	345/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	393										
45	44	87	87	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	394										
45	44	175/2	175/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	395										
45	44	351/4	351/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	396										
45	44	88	88	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	397										
45	44	353/4	353/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	398										
45	44	173/2	173/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	399										
45	44	347/4	347/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	400										
45	44	87	87	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	401										
45	44	349/4	349/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	402										
45	44	175/2	175/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	403										
45	44	351/4	351/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	404										
45	44	88	88	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	405										
45	44	353/4	353/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	406										
46	45	177/2	177/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	407										
46	45	355/4	355/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	408										
46	45	89	89	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	409										
46	45	357/4	357/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	410										
46	45	179/2	179/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	411										
46	45	359/4	359/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	412										
46	45	90	90	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	413										
46	45	361/4	361/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	414										
46	45	179/2	179/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	415										
46	45	177/2	177/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	416										
47	46	181/2	181/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	417										
47	46	363/4	363/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	418										
47	46	91	91	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	419										
47	46	365/4	365/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	420										
47	46	183/2	183/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	421										
47	46	367/4	367/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	422										
47	46	92	92	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	423										
47	46	369/4	369/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	424										
47	46	181/2	181/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	425										
47	46	183/2	183/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	426										
47	46	181/2	181/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	427										
48	47	185/2	185/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	428										
48	47	371/4	371/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	429										
48	47	93	93	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	430										
48	47	373/4	373/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	431										
48	47	187/2	187/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	432										
48	47	375/4	375/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	433										
48	47	94	94	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	434										
48	47	377/4	377/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	435										
48	47	185/2	185/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	436										
48	47	185/2	185/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	437										
49	48	189/2	189/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	438										
49	48	379/4	379/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	439										
49	48	95	95	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	440										
49	48	381/4	381/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	441										
49	48	191/2	191/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	442										
49	48	383/4	383/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	443										
49	48	96	96	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	444										
49	48	385/4	385/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	445										
50	49	193/2	193/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	446										
50	49	387/4	387/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	447										
50	49	97	97	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	448										
50	49	389/4	389/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	449										
50	49	195/2	195/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	450										
50	49	391/4	391/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	451										
50	49	98	98	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	452										
50	49	393/4	393/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	453										
50	49	193/2	193/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	454										
50	49	195/2	195/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	455										
50	49	193/2	193/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	456										
51	50	197/2	197/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	457										
51	50	395/4	395/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	458										
51	50	99	99	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	459										
51	50	397/4	397/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	460										
51	50	199/2	199/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	461										
51	50	399/4	399/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	462										
51	50	100	100	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	463										
51	50	401/4	401/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	464										
51	50	197/2	197/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	465										
51	50	199/2	199/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	466										
51	50	197/2	197/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	467										
52	51	201/2	201/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	468										
52	51	403/4	403/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	469										
52	51	101	101	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	470										
52	51	405/4	405/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	471										
52	51	203/2	203/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	472										
52	51	407/4	407/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	473										
52	51	102	102	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	474										
52	51	409/4	409/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	475										
52	51	201/2	201/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	476										
53	52	205/2	205/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	477										
53	52	411/4	411/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	478										
53	52	103	103	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	479										
53	52	413/4	413/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	480										
53	52	207/2	207/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	481										
53	52	415/4	415/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	482										
53	52	104	104	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	483										
53	52	417/4	417/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	484										
54	53	209/2	209/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	485										
54	53	105	105	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	486										
54	53	211/2	211/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0						p									
54	53	211/2	211/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	487										
54	53	106	106	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	488										
55	54	213/2	213/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	489										
55	54	107	107	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	490										
55	54	215/2	215/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	491										
55	54	108	108	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	492										
56	55	217/2	217/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	493		articStaccatissimoAbove								
56	55	219/2	219/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	494										
56	55	217/2	217/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	495										
56	55	109	109	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	496										
56	55	219/2	219/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	497										
56	55	110	110	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	498										
56	55	217/2	217/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	499										
57	56	221/2	221/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	500										
57	56	111	111	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	501										
57	56	445/4	445/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	502										
57	56	223/2	223/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	503										
57	56	447/4	447/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	504										
57	56	112	112	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	505										
57	56	449/4	449/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	506										
57	56	221/2	221/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	507										
57	56	111	111	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	508										
57	56	223/2	223/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	509										
57	56	112	112	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	510										
57	56	221/2	221/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	511										
58	57	225/2	225/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	512									1	
58	57	113	113	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	513										
58	57	227/2	227/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	514										
58	57	225/2	225/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	515										
58	57	113	113	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	516										
58	57	227/2	227/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	517										
58	57	114	114	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	518										
58	57	225/2	225/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	519										
59	58	229/2	229/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	520										
59	58	115	115	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	521										
59	58	461/4	461/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	522										
59	58	231/2	231/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	523										
59	58	463/4	463/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	524										
59	58	116	116	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	525										
59	58	465/4	465/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	526										
59	58	229/2	229/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	527										
59	58	115	115	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	528										
59	58	231/2	231/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	529										
59	58	116	116	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	530										
59	58	229/2	229/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	531										
60	59	233/2	233/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	532										
60	59	467/4	467/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	533										
60	59	117	117	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	534										
60	59	469/4	469/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	535										
60	59	235/2	235/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	536										
60	59	471/4	471/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	537										
60	59	118	118	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	538										
60	59	473/4	473/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	539										
60	59	233/2	233/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	540										
60	59	117	117	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	541										
60	59	235/2	235/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	542										
60	59	118	118	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	543										
60	59	233/2	233/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	544										
61	60	237/2	237/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	545		articStaccatissimoAbove								
61	60	119	119	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	546										
61	60	477/4	477/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	547										
61	60	239/2	239/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	548										
61	60	479/4	479/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	549										
61	60	120	120	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	550										
61	60	481/4	481/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	551										
61	60	237/2	237/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	552										
61	60	119	119	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	553										
61	60	239/2	239/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	554										
61	60	120	120	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	555										
61	60	237/2	237/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	556										
62	61	241/2	241/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	557									2	
62	61	121	121	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	558										
62	61	243/2	243/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	559										
62	61	241/2	241/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	560										
62	61	121	121	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	561										
62	61	243/2	243/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	562										
62	61	122	122	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	563										
62	61	241/2	241/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	564										
63	62	245/2	245/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	565										
63	62	123	123	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	566										
63	62	493/4	493/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	567										
63	62	247/2	247/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	568										
63	62	495/4	495/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	569										
63	62	124	124	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	570										
63	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	571										
63	62	245/2	245/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	572										
63	62	123	123	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	573										
