mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
62	61	489/4	489/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	865						
62	61	245/2	245/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	866						
62	61	491/4	491/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	867						
63	62	123	123	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	868						
63	62	123	123	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	869						
63	62	123	123	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	870						
63	62	123	123	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	871						
63	62	124	124	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	872						
63	62	499/4	499/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	873						
63	62	999/8	999/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	874						
63	62	123	123	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	875						
63	62	493/4	493/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	876						
63	62	247/2	247/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	877						
63	62	124	124	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	878						
64	63	125	125	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	879						
64	63	126	126	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	880						
64	63	1011/8	1011/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	881						
64	63	253/2	253/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	882						
64	63	1015/8	1015/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	883						
64	63	125	125	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	884						
64	63	126	126	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	885						
64	63	253/2	253/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	886						
65	64	127	127	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	887						
65	64	128	128	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	888						
65	64	515/4	515/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	889						
65	64	1031/8	1031/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	890						
65	64	127	127	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	891						
65	64	128	128	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	892						
66	65	129	129	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	893						
66	65	130	130	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	894						
66	65	521/4	521/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	895						
66	65	261/2	261/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	896						
66	65	523/4	523/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	897						
66	65	129	129	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	898						
66	65	130	130	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	899						
66	65	261/2	261/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	900						
67	66	131	131	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	901						
67	66	132	132	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	902						
67	66	131	131	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	903						
67	66	132	132	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	904						
68	67	133	133	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	905						
68	67	133	133	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	906						
