piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	P86 (composer)	musicbrainz	viaf	typesetter	imslp	pdf	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
24op20no3a	1: 4/4	1: -1	152	152	608.0	304	304	1216.0	1604.17	2173	1413	0	0	351	d	2.1.0	Adrian Nagel	1786	1786	Leopold Koželuch	Keyboard Sonata No. 3 in D Minor	1	Moderato	Op. 20, No. 3				© 2007 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 3 in D Minor, Op. 20, No. 3	1. Moderato	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/24op20no3a.mscx	False	32-89 (G#1-F6)	Q693843		https://viaf.org/viaf/175077581/	Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas%2C_P.XII:23-25_(Kozeluch%2C_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/883257	xml	Piano (2)	50-89 (D3-F6)	Piano (2)	32-70 (G#1-Bb4)
24op20no3b	1: 2/4	1: 2	50	50	104.25	50	50	104.25	318.38	728	412	0	0	121	D	2.1.0	Adrian Nagel	1786	1786	Leopold Koželuch	Keyboard Sonata No. 3 in D Minor	2	Adagio	Op. 20, No. 3				© 2007 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 3 in D Minor, Op. 20, No. 3	2. Adagio	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/24op20no3b.mscx	False	38-88 (D2-E6)	Q693843		https://viaf.org/viaf/175077581/	Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas%2C_P.XII:23-25_(Kozeluch%2C_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/883257	xml	Piano (2)	54-88 (F#3-E6)	Piano (2)	38-69 (D2-A4)
24op20no3c	1: 6/8	1: -1, 83: 2, 122: -1	160	159	482.75	160	159	482.75	1392.5	2287	1227	0	0	453	d	2.1.0	Adrian Nagel	1786	1786	Leopold Koželuch	Keyboard Sonata No. 3 in D Minor	3	Rondo: Allegretto	Op. 20, No. 3				© 2007 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 3 in D Minor, Op. 20, No. 3	3. Rondo: Allegretto	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/24op20no3c.mscx	False	36-86 (C2-D6)	Q693843		https://viaf.org/viaf/175077581/	Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas%2C_P.XII:23-25_(Kozeluch%2C_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/883257	xml	Piano (2)	54-86 (F#3-D6)	Piano (2)	36-70 (C2-Bb4)
25op26no1a	1: 6/8	1: 2	218	216	648.5	436	432	1297.0	1833.0	3133	1800	0	0	514	D	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 1 in D Major	1	Allegro 	Op. 26, No. 1				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 1 in D Major, Op. 26, No. 1	1. Allegro 	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/25op26no1a.mscx	False	38-88 (D2-E6)	Q693843		https://viaf.org/viaf/180342111/	Daniel Bernhardsson			xml	Piano (2)	52-88 (E3-E6)	Piano (2)	38-74 (D2-D5)
25op26no1b	1: 2/2	1: 3	50	50	210.0	67	67	278.0	631.25	947	527	0	0	153	A	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 1 in D Major	2	Adagio	Op. 26, No. 1				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 1 in D Major, Op. 26, No. 1	2. Adagio	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/25op26no1b.mscx	False	36-88 (C2-E6)	Q693843		https://viaf.org/viaf/180342111/	Daniel Bernhardsson			xml	Piano (2)	59-88 (B3-E6)	Piano (2)	36-69 (C2-A4)
25op26no1c	1: 2/4	1: 2, 108: -1	179	178	356.0	209	207	414.5	901.0	1669	1035	0	0	240	D	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 1 in D Major	3	Rondo: Allegro	Op. 26, No. 1				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 1 in D Major, Op. 26, No. 1	3. Rondo: Allegro	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/25op26no1c.mscx	False	33-88 (A1-E6)	Q693843		https://viaf.org/viaf/180342111/	Daniel Bernhardsson			xml	Piano (2)	54-88 (F#3-E6)	Piano (2)	33-70 (A1-Bb4)
26op26no2a	1: 3/4	1: 0	227	225	675.0	454	450	1350.0	1887.67	2799	1763	0	0	473	a	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 2 in A Minor	1	Allegro 	Op. 26, No. 2				© 2006 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 2 in A Minor, Op. 26, No. 2	1. Allegro 	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/26op26no2a.mscx	False	33-89 (A1-F6)	Q693843			Daniel Bernhardsson			xml	Piano (2)	53-89 (F3-F6)	Piano (2)	33-74 (A1-D5)
26op26no2b	1: 2/2	1: 0, 55: 3, 73: 0, 109: 3, 127: 0	193	174	703.0	355	318	1279.0	2072.83	3383	2096	0	0	482	a	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 2 in A Minor	2	Andantino con Variazioni	Op. 26, No. 2				© 2006 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 2 in A Minor, Op. 26, No. 2	2. Andantino con Variazioni	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/26op26no2b.mscx	False	32-89 (G#1-F6)	Q693843			Daniel Bernhardsson			xml	Piano (2)	52-89 (E3-F6)	Piano (2)	32-71 (G#1-B4)
27op26no3a	1: 4/4	1: -3	204	204	816.0	282	282	1128.0	2103.5	4002	2517	0	0	555	Eb	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 3 in E-flat Major	1	Allegro 	Op. 26, No. 3				© 2006 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 3 in E-flat Major, Op. 26, No. 3	1. Allegro 	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/27op26no3a.mscx	False	34-89 (Bb1-F6)	Q693843			Daniel Bernhardsson			xml	Piano (2)	53-89 (F3-F6)	Piano (2)	34-73 (Bb1-Db5)
27op26no3b	1: 6/8	1: -3	54	54	162.0	54	54	162.0	559.5	1335	653	0	0	169	c	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 3 in E-flat Major	2	Larghetto alla Siciliana	Op. 26, No. 3				© 2006 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 3 in E-flat Major, Op. 26, No. 3	2. Larghetto alla Siciliana	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/27op26no3b.mscx	False	35-85 (B1-Db6)	Q693843			Daniel Bernhardsson			xml	Piano (2)	51-85 (Eb3-Db6)	Piano (2)	35-70 (B1-Bb4)
27op26no3c	1: 2/4	1: -3	215	213	426.0	253	250	500.0	1138.5	2639	1558	0	0	246	Eb	2.1.0	Adrian Nagel	1788	1788	Leopold Koželuch	Keyboard Sonata No. 3 in E-flat Major	3	Rondo: Allegro con Fuoco	Op. 26, No. 3				© 2006 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 3 in E-flat Major, Op. 26, No. 3	3. Rondo: Allegro con Fuoco	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/27op26no3c.mscx	False	38-89 (D2-F6)	Q693843			Daniel Bernhardsson			xml	Piano (2)	53-89 (F3-F6)	Piano (2)	38-70 (D2-Bb4)
28op30no1a	1: 4/4	1: -2	154	152	608.0	308	304	1216.0	1450.0	2420	1527	0	0	344	Bb	2.1.0	Adrian Nagel	1789	1789	Leopold Koželuch	Keyboard Sonata No. 1 in B-flat Major	1	Allegro 	Op. 30, No. 1				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 1 in B-flat Major, Op. 30, No. 1	1. Allegro 	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/28op30no1a.mscx	False	29-89 (F1-F6)	Q693843		https://viaf.org/viaf/181554322/	Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas,_P.XII:29-31_(Kozeluch,_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/533304	xml	Piano (2)	53-89 (F3-F6)	Piano (2)	29-72 (F1-C5)
28op30no1b	1: 3/4	1: -3	50	50	150.0	50	50	150.0	576.5	1012	474	0	0	185	Eb	2.1.0	Adrian Nagel	1789	1789	Leopold Koželuch	Keyboard Sonata No. 1 in B-flat Major	2	Poco adagio	Op. 30, No. 1				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 1 in B-flat Major, Op. 30, No. 1	2. Poco adagio	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/28op30no1b.mscx	False	34-84 (Bb1-C6)	Q693843		https://viaf.org/viaf/181554322/	Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas,_P.XII:29-31_(Kozeluch,_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/533304	xml	Piano (2)	53-84 (F3-C6)	Piano (2)	34-70 (Bb1-Bb4)
28op30no1c	1: 2/4	1: -2	208	207	415.0	208	207	415.0	1193.17	3037	1843	0	0	457	Bb	2.1.0	Adrian Nagel	1789	1789	Leopold Koželuch	Keyboard Sonata No. 1 in B-flat Major	3	Rondo: Allegretto	Op. 30, No. 1				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 1 in B-flat Major, Op. 30, No. 1	3. Rondo: Allegretto	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/28op30no1c.mscx	False	39-89 (Eb2-F6)	Q693843		https://viaf.org/viaf/181554322/	Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas,_P.XII:29-31_(Kozeluch,_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/533304	xml	Piano (2)	53-89 (F3-F6)	Piano (2)	39-70 (Eb2-Bb4)
29op30no2a	1: 4/4	1: 1	195	195	780.0	390	390	1560.0	2006.0	3483	1964	0	0	405	G	2.1.0	Adrian Nagel	1789	1789	Leopold Koželuch	Keyboard Sonata No. 2 in G Major	1	Allegro 	Op. 30, No. 2				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 2 in G Major, Op. 30, No. 2	1. Allegro 	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/29op30no2a.mscx	False	35-89 (B1-F6)	Q693843			Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas,_P.XII:29-31_(Kozeluch,_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/533304	xml	Piano (2)	54-89 (F#3-F6)	Piano (2)	35-67 (B1-G4)
29op30no2b	1: 3/4	1: 2	40	39	117.0	40	39	117.0	446.75	658	237	0	0	159	D	2.1.0	Adrian Nagel	1789	1789	Leopold Koželuch	Keyboard Sonata No. 2 in G Major	2	Andante	Op. 30, No. 2				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 2 in G Major, Op. 30, No. 2	2. Andante	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/29op30no2b.mscx	False	33-88 (A1-E6)	Q693843			Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas,_P.XII:29-31_(Kozeluch,_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/533304	xml	Piano (2)	54-88 (F#3-E6)	Piano (2)	33-73 (A1-C#5)
29op30no2c	1: 2/4	1: 1, 113: -2, 172: 1	209	206	412.0	209	206	412.0	1106.0	2793	1584	0	0	474	G	2.1.0	Adrian Nagel	1789	1789	Leopold Koželuch	Keyboard Sonata No. 2 in G Major	3	Rondo: Allegretto	Op. 30, No. 2				© 2005 Daniel Bernhardsson	2019-01-08	3.02	Linux			Keyboard Sonata No. 2 in G Major, Op. 30, No. 2	3. Rondo: Allegretto	Leopold Koželuch	3.6.2	2.5.4	MS3	MS3/29op30no2c.mscx	False	35-86 (B1-D6)	Q693843			Daniel Bernhardsson	https://imslp.org/wiki/3_Keyboard_Sonatas,_P.XII:29-31_(Kozeluch,_Leopold)	https://imslp.org/wiki/Special:ReverseLookup/533304	xml	Piano (2)	55-86 (G3-D6)	Piano (2)	35-67 (B1-G4)
