mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
125	125	5/8	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
126	126	1/4	V65/V		e	i		V65/V	V			65		V		Mm7	1	1	6, 3, 0, 2		2	6
126	126	3/8	V7		e	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
127	127	0	V		e	i		V	V							M	1	1	1, 5, 2		1	1
127	127	1/4	V65		e	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
127	127	3/8	i		e	i		i	i							m	1	1	0, -3, 1		0	0
128	128	0	#viio		e	i		#viio	#vii		o					o	1	1	5, 2, -1		5	5
128	128	3/8	iio64		e	i		iio64	ii		o	64				o	1	1	-4, 2, -1		2	-4
129	129	0	V7		e	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
129	129	3/8	iio64		e	i		iio64	ii		o	64				o	1	1	-4, 2, -1		2	-4
130	130	0	V7\\		e	i		V7	V			7			\\	Mm7	1	1	1, 5, 2, -1		1	1
131	131	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
131	131	1/4	i6		e	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
131	131	3/8	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
131	131	5/8	iio6		e	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2	-1
132	132	0	V(64)		e	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
132	132	3/8	V		e	i		V	V							M	1	1	1, 5, 2		1	1
133	133	0	i\\		e	i		i	i						\\	m	1	1	0, -3, 1		0	0
133	133	3/8	i		e	i		i	i							m	1	1	0, -3, 1		0	0
134	134	0	iio		e	i		iio	ii		o					o	1	1	2, -1, -4		2	2
134	134	3/8	#viio		e	i		#viio	#vii		o					o	1	1	5, 2, -1		5	5
135	135	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
135	135	3/8	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
136	136	0	iio6		e	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2	-1
136	136	3/8	V		e	i		V	V							M	1	1	1, 5, 2		1	1
137	137	0	i[i\\		e	i	i	i	i						\\	m	1	1	0, -3, 1		0	0
137	137	1/2	i		e	i	i	i	i							m	1	1	0, -3, 1		0	0
137	137	5/8	#viio/iv		e	i	i	#viio/iv	#vii		o			iv		o	1	1	4, 1, -2		4	4
138	138	0	iv		e	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
138	138	5/8	#viio		e	i	i	#viio	#vii		o					o	1	1	5, 2, -1		5	5
139	139	0	i		e	i	i	i	i							m	1	1	0, -3, 1		0	0
139	139	5/8	V7/iv		e	i	i	V7/iv	V			7		iv		Mm7	1	1	0, 4, 1, -2		0	0
140	140	0	iv6		e	i	i	iv6	iv			6				m	1	1	-4, 0, -1		-1	-4
140	140	5/8	#viio64		e	i	i	#viio64	#vii		o	64				o	1	1	-1, 5, 2		5	-1
141	141	0	i]\\		e	i	i	i	i						\\	m	1	1	0, -3, 1		0	0
